Student ID,Name
TUEC1010,Gayathri Sharma
TUEC1020,Lakshmi Acharya
TUEC1049,Yamini Nagesh
TUEC1050,Sreeja Rao
TUME1006,Vijay Nair
TUCE1010,Krishna Rangaswamy
TUCE1023,Siva Nair
TUCE1024,Sneha Naidu
TUCE1026,Siva Sharma
TUCIV1007,Ganesh Nagesh
TUCIV1039,Manoj Joshi
TUEE1033,Hema Acharya
TUME1001,Naveen Gowda
TUME1017,Ajay Rangaswamy
TUME1019,Anu Venkatesh
TUME1026,Keerthi Srinivas
TUCE1008,Vasundhara Shetty
TUCE1011,Yamini Iyer
TUCE1045,Karthik Bhattacharya
TUCE1048,Nandhini Joshi
TUCIV1001,Anu Rangaswamy
TUCIV1014,Manoj Sharma
TUCIV1023,Priya Srinivas
TUCIV1026,Hema Rao
TUEE1002,Ravi Namboothiri
TUEE1018,Sathish Gowda
TUEC1011,Keerthi Shetty
TUEC1027,Manoj Shetty
TUEC1035,Vijay Srinivas
TUME1004,Krishna Nair
TUME1007,Keerthi Namboothiri
TUCE1036,Hema Rangaswamy
TUCE1040,Shilpa Sharma
TUCIV1016,Deepak Bhattacharya
TUCIV1021,Shilpa Srinivas
TUCIV1025,Hema Nair
TUCIV1029,Venkatesh Reddy
TUCIV1043,Venkatesh Nair
TUEE1019,Dinesh Iyer
TUEE1029,Ajay Joshi
TUEE1031,Santosh Chowdary
TUEE1050,Meena Iyer
TUEC1006,Shilpa Iyer
TUEC1018,Hari Nair
TUME1002,Kumar Nagesh
TUME1009,Nandhini Pillai
TUME1028,Swathi Gowda
TUME1035,Prakash Kumar
TUME1036,Krishna Kumar
TUME1044,Hari Acharya
TUME1046,Meena Menon
TUCE1001,Nithya Rangaswamy
TUCE1029,Venkatesh Gowda
TUCIV1006,Sreeja Nagesh
TUCIV1009,Keerthi Sundaram
TUCIV1010,Sathish Srinivas
TUCIV1046,Sruthi Pillai
TUEE1015,Ganesh Rao
TUEE1021,Suresh Rao
TUEE1030,Siva Nagesh
TUEE1046,Manoj Sundaram
TUEC1021,Nithya Namboothiri
TUEC1030,Sruthi Iyer
TUEC1032,Anil Sharma
TUME1008,Sreeja Sharma
TUME1023,Krishna Murthy
TUME1031,Ajay Reddy
TUCE1018,Sneha Menon
TUCE1019,Ramya Joshi
TUCE1025,Ramya Naidu
TUCE1041,Sathish Naidu
TUCE1043,Vijay Chowdary
TUCIV1017,Pooja Bhattacharya
TUEE1005,Arjun Iyer
TUEE1016,Hari Joshi
TUEE1017,Revathi Srinivas
TUEE1034,Priya Joshi
TUEE1047,Venkatesh Joshi
TUEE1049,Sanjay Gowda
TUEC1004,Sruthi Gowda
TUEC1024,Swathi Acharya
TUEC1042,Ravi Joshi
TUME1015,Revathi Joshi
TUME1024,Pooja Venkatesh
TUME1030,Bhavani Venkatesh
TUCE1004,Sneha Nair
TUCE1020,Swathi Sharma
TUCE1021,Rajesh Pillai
TUCE1022,Janani Reddy
TUCE1028,Rajesh Reddy
TUCIV1003,Hema Reddy
TUCIV1020,Mohan Nair
TUCIV1042,Mohan Menon
TUEE1006,Harish Rao
TUEE1020,Ramya Namboothiri
TUEE1041,Krishna Namboothiri
TUEE1042,Harish Naidu
TUEC1005,Gowtham Rao
TUEC1034,Manoj Nair
TUEC1043,Sangeetha Nagesh
TUME1038,Anil Rao
TUME1050,Devi Rangaswamy
TUCE1012,Hema Pillai
TUCE1037,Bhavani Bhattacharya
TUCIV1008,Shilpa Shetty
TUCIV1024,Vasanth Rao
TUCIV1031,Sreeja Bhattacharya
TUCIV1037,Manoj Murthy
TUCIV1050,Anu Srinivas
TUEE1012,Rahul Gowda
TUEE1025,Sangeetha Joshi
TUEE1048,Sneha Chowdary
TUEC1016,Shilpa Reddy
TUEC1022,Nithya Reddy
TUEC1044,Meena Murthy
TUEC1048,Krishna Joshi
TUME1014,Sanjay Reddy
TUME1022,Sangeetha Bhattacharya
TUME1032,Prakash Srinivas
TUCE1046,Rahul Sundaram
TUCIV1035,Ajay Sharma
TUCIV1036,Karthik Gowda
TUCIV1048,Sangeetha Sharma
TUEE1003,Keerthi Gowda
TUEE1004,Meena Naidu
TUEE1028,Meena Bhattacharya
TUEE1038,Ravi Nagesh
TUEE1039,Sruthi Namboothiri
TUEC1003,Meena Rao
TUEC1014,Karthik Sharma
TUEC1023,Sruthi Bhattacharya
TUEC1026,Kumar Nair
TUEC1038,Shilpa Gowda
TUEC1041,Devi Namboothiri
TUME1020,Lakshmi Chowdary
TUME1034,Pooja Naidu
TUCE1042,Kumar Joshi
TUCIV1019,Lakshya Naidu
TUCIV1028,Jyothi Murthy
TUCIV1038,Gowtham Sundaram
TUEE1035,Rahul Iyer
TUEC1012,Sangeetha Gowda
TUEC1046,Divya Sharma
TUME1012,Jyothi Nair
TUME1018,Rahul Bhattacharya
TUME1037,Lakshya Kumar
TUME1045,Deepak Kumar
TUME1049,Pooja Menon
TUCE1034,Sneha Joshi
TUCIV1002,Sanjay Chowdary
TUCIV1011,Vasundhara Chowdary
TUCIV1018,Yamini Srinivas
TUEE1001,Ajay Namboothiri
TUEE1008,Harish Bhattacharya
TUEE1010,Mohan Sharma
TUEE1011,Kavya Chowdary
TUEE1026,Rahul Pillai
TUEE1045,Rahul Acharya
TUEC1009,Deepak Reddy
TUEC1019,Ravi Pillai
TUEC1029,Divya Reddy
TUME1029,Rahul Joshi
TUME1048,Naveen Pillai
TUCE1035,Madhavi Shetty
TUCIV1027,Sreeja Reddy
TUCIV1044,Karthik Namboothiri
TUCIV1047,Keerthi Acharya
TUEE1009,Vijay Rao
TUEE1044,Nithya Srinivas
TUEC1045,Revathi Gowda
TUME1011,Divya Joshi
TUME1025,Devi Kumar
TUME1041,Bhavani Srinivas
