Student ID,Name
TUME3005,Aditya Verma
TUME3007,Amit Yadav
TUME3008,Rahul Desai
TUME3009,Aryan Mishra
TUME3010,Pranav Mehta
TUME3011,Tanvi Nair
TUME3012,Tanvi Patil
TUME3013,Vikram Iyer
TUME3014,Suraj Tiwari
TUME3015,Sanya Pandey
TUME3017,Riya Kumar
TUME3019,Vikram Joshi
TUME3020,Arjun Menon
TUME3021,Anjali Trivedi
TUME3022,Shreya Bose
TUME3023,Harish Sundaram
TUME3024,Sanjay Sharma
TUME3025,Pranav Sinha
TUME3026,Manish Patel
TUME3027,Anjali Mehta
TUME3028,Aryan Desai
TUME3029,Naina Gupta
TUME3030,Tanvi Mehta
TUME3033,Ravi Singh
TUME3035,Ankit Kumar
TUME3036,Aryan Pandey
TUME3037,Pooja Tiwari
TUME3038,Priya Menon
TUME3039,Neha Trivedi
TUME3040,Zara Patil
TUME3041,Avni Agarwal
TUME3042,Gaurav Choudhury
TUME3044,Tanvi Menon
TUME3046,Nikhil Joshi
TUME3047,Anjali Patel
TUME3048,Suraj Chopra
TUME3049,Aditya Trivedi
TUME3050,Rohan Verma
TUME4002,Shilpa Murthy
TUME4005,Pooja Murthy
TUME4006,Karthik Acharya
TUME4007,Santosh Joshi
TUME4008,Ajay Naidu
TUME4009,Sangeetha Sundaram
TUME4011,Rahul Sharma
TUME4012,Anil Iyer
TUME4018,Prakash Acharya
TUME4019,Rajesh Srinivas
TUME4021,Anu Acharya
TUME4023,Devi Shetty
TUME4024,Keerthi Bhattacharya
TUME4026,Harini Pillai
TUME4027,Harini Chowdary
TUME4029,Nithya Shetty
TUME4030,Anand Varma
TUME4033,Devi Sharma
TUME4034,Anjali Sharma
TUME4035,Swathi Srinivas
TUME4037,Swathi Murthy
TUME4039,Swathi Latha
TUME4040,Santosh Pillai
TUME4042,Devi Naidu
TUME4043,Pooja Srinivas
TUME4044,Harish Gowda
TUME4046,Ramya Menon
TUME4047,Manoj Reddy
TUME4048,Chandra Sekhar
TUME4049,Prakash Rao
TUME23003,Vijay Rangaswamy
TUME23004,Rajendra Rao
TUME23006,Soujanya Devi
TUME23007,Naveen Naidu
TUME23008,Krishna Menon
TUME23010,Kishore Venkatesh
TUME23011,Reshma Sri
TUME23012,Ravi Kishore
TUME23013,Jyothi Rao
TUME23014,Arjun Shetty
TUME23016,Suman Kumar
TUME23019,Shruthi Prasad
TUME23020,Vignesh Reddy
TUME23021,Krishna Pillai
TUME23022,Sangeetha Rangaswamy
TUME23023,Yamuna Priya
TUME23025,Sanjay Naidu
TUME23026,Lavanya Lakshmi
TUME23027,Subhash Reddy
TUME23029,Anusha Devi
TUME23031,Chaitanya Kumar
TUME23032,Meenakshi Sree
TUME23034,Surya Prasad
TUME23036,Nanditha Reddy
TUME23039,Vikas Kumar
TUME23041,Sneha Lakshmi
TUME23042,Vasanth Srinivas
TUME23047,Sanjay Acharya
TUME23050,Raju Babu
TUME24003,Murali Krishna
TUME24004,Naga Lakshmi
TUME24006,Naga Swetha
TUME24011,Nageshwar Rao
TUME24012,Nanda Kishore
TUME24013,Nandhinee K
TUME24015,Nandhini Ruthraksha Thangavel
TUME24019,Naveen Chandra
TUME24020,Naveen Sai
TUME24023,Naveena Devi
TUME24028,Niharika T
TUME24029,Nikhitha K B
TUME24030,Nikitha Reddy
TUME24033,Nikshitha P
TUME24034,Nitesh Dayalan Vavili
TUME24035,Nivedhitha R
TUME24037,P Nimeesha
TUME24038,Padmavathi A
TUME24039,Pallavi S
TUME24040,Parimala G
TUME24041,Pavan Kumar
TUME24043,Pavan Teja
TUME24046,Pavani Mallidi
TUME24047,Poojitha C
TUME24048,Pradeep J
TUME24049,Pragna Chowdary
TUME24050,Pramoth Kumar P
TUME21201,Varshini D
TUME21203,Varun Sai
TUME21204,Vasavi J
TUME21205,Venkata Ramana
TUME21209,Venkata Srujana
TUME21210,Venkatesh M
TUME21212,Vijay Dhruva
TUME21213,Vijayalakshmi B
TUME21214,Vikash N
TUME21215,Vineeth Kumar
TUME21216,Vishal Kiran
TUME21219,Vishnu Vardhan
TUME21220,Viswajith Deena Dayalan
TUME21224,Viswanath V
TUME21226,Y A Allen Vinnie
TUME21229,Yashwant Nag
TUME21230,Yashwanth R
TUME21234,Yaswanth S
TUME21235,Yukesh K M
TUME21236,Yuvraj Singh C
TUME21237,Aditi Nair
TUME21238,Aditi Iyer
TUME21242,Aditi Rangaswamy
TUME21247,Aditi Nagesh
TUME21249,Aditi Shetty
TUME22451,Deepak Srinivas
TUME22453,Deepak Menon
TUME22454,Deepak Gowda
TUME22455,Deepak Murthy
TUME22459,Deepak Namboothiri
TUME22460,Deepak Nagesh
TUME22462,Deepak Sharma
TUME22463,Deepika Joshi
TUME22464,Deepika Nagesh
TUME22465,Deepika Rao
TUME22466,Deepika Gowda
TUME22469,Deepthi Reddy
TUME22470,Devadharshini Nair
TUME22474,Devendra Acharya
TUME22476,Devi Nair
TUME22479,Devi Pillai
TUME22480,Devi Nagesh
TUME22484,Devi Joshi
TUME22485,Devi Venkatesh
TUME22486,Dhamini Chowdary
TUME22487,Dhanusha Shetty
TUME22488,Dharani Bhattacharya
TUME22492,Dharmendra Murthy
TUME22497,Dileep Venkatesh
TUME22499,Dinesh Kumar
