Student ID,Name,GPA
TUCE2026,Suresh Bhattacharya,7.042857142857143
TUCE22260,Aditya Sundaram,7.2714285714285705
TUCE3016,Aditya Desai,7.114285714285714
TUCE3039,Pavan Malhotra,7.4
TUCE3047,Vikram Singh,7.3
TUCE3050,Anjali Banerjee,7.2714285714285705
TUCE24020,Ajay Raghavender N,7.042857142857143
TUCE24042,Anupama V,6.042857142857143
TUCE21015,R Sridevi,7.157142857142857
TUCE21016,Raj Kumar,7.314285714285714
TUCE1016,Raghav Nair,6.942857142857143
TUCE2008,Vasanth Kumar,7.071428571428571
TUCE2014,Karthik Nair,7.242857142857143
TUCE2031,Ramya Rao,7.242857142857143
TUCE22279,Akshaya Naidu,7.114285714285714
TUCE3035,Arpit Menon,7.4
TUCE24006,Anjali Priya,7.1
TUCE21005,Preethi M,7.085714285714286
TUCE21020,Rajeswari M,7.3
TUCE4003,Priya Das,7.242857142857143
TUCE4012,Bhavya Iyer,7.114285714285714
TUCE23032,Srinivas Raju,7.242857142857143
TUCE24027,Akshaya Sri Gurumoorthy,6.7857142857142865
TUCE21049,Rithwik Reddy,7.328571428571429
TUCE2015,Meena Reddy,7.471428571428571
TUCE22299,Anil Nagesh,7.2285714285714295
TUCE22299,Anil Nagesh,7.242857142857143
TUCE4028,Deepak Chowdary,7.342857142857143
TUCE4046,Rajesh Naidu,6.8
TUCE24010,Bhavana Sree,7.2142857142857135
TUCE24037,Anirudhha Krishnan A,6.5
TUCE21005,Preethi M,7.328571428571429
TUCE21024,Rajiyasree J,7.171428571428571
TUCE2033,Harini Venkatesh,6.542857142857143
TUCE3019,Yash Choudhury,7.171428571428571
TUCE3046,Mohit Pandey,7.385714285714286
TUCE23026,Karthik Srinivas,7.114285714285714
TUCE24002,Swathi Devi,7.257142857142857
TUCE24015,A Monicaa,7.428571428571429
TUCE24042,Anupama V,7.414285714285714
TUCE21003,Prashanthi A,7.414285714285714
TUCE21005,Preethi M,7.385714285714286
TUCE21024,Rajiyasree J,7.485714285714286
TUCE3011,Divya Shah,7.328571428571429
TUCE3028,Pooja Malhotra,7.171428571428571
TUCE4014,Suraj Trivedi,7.171428571428571
TUCE4047,Sanjay Nair,6.871428571428571
TUCE23009,Kalyan Vardhan,7.3
TUCE21012,Priyanka Ivvala,7.085714285714286
TUCE21014,Pushpa Latha,6.7
TUCE21038,Ravali Ch,7.0
TUCE2006,Prakash Sundaram,7.1
TUCE2028,Pooja Kumar,7.2714285714285705
TUCE2029,Rahul Nair,7.242857142857143
TUCE3046,Mohit Pandey,7.171428571428571
TUCE4025,Rajesh Menon,7.2142857142857135
TUCE21014,Pushpa Latha,7.457142857142857
TUCE1049,Vijay Joshi,7.371428571428571
TUCE22263,Aditya Nair,7.457142857142857
TUCE3026,Anjali Gupta,6.828571428571429
TUCE3044,Bhavya Kumar,7.414285714285714
TUCE4020,Zara Tiwari,7.342857142857143
TUCE4022,Hari Iyer,7.2
TUCE4028,Deepak Chowdary,7.028571428571429
TUCE4030,Prakash Sharma,7.4
TUCE4041,Anjali Chowdary,7.2
TUCE23014,Ganesh Reddy,7.357142857142857
TUCE23041,Harini Madhavi,7.428571428571429
TUCE21026,Rakesh Boddu,7.457142857142857
TUCE21042,Ravi Teja P,7.185714285714286
TUCE21047,Rithika V,7.257142857142857
TUCE22264,Aishwarya Nagesh,6.971428571428571
TUCE3048,Sneha Reddy,7.457142857142857
TUCE3049,Siddharth Verma,7.328571428571429
TUCE24004,Karthik Reddy,7.328571428571429
TUCE21005,Preethi M,7.371428571428571
TUCE1030,Vijay Reddy,7.3
TUCE1048,Nandhini Joshi,7.4
TUCE3004,Varun Mishra,7.1
TUCE3035,Arpit Menon,7.314285714285714
TUCE4008,Karan Patil,7.342857142857143
TUCE4013,Riya Agarwal,7.4
TUCE4042,Suresh Reddy,7.385714285714286
TUCE23019,Devi Menon,7.314285714285714
TUCE23026,Karthik Srinivas,7.2142857142857135
TUCE23045,Priya Lakshmi,7.2285714285714295
TUCE1010,Krishna Rangaswamy,7.142857142857143
TUCE22254,Aditya Iyer,7.2285714285714295
TUCE22280,Akshitha Joshi,7.414285714285714
TUCE3021,Rajesh Choudhury,6.585714285714286
TUCE3027,Isha Iyer,7.171428571428571
TUCE3047,Vikram Singh,7.328571428571429
TUCE4020,Zara Tiwari,7.2857142857142865
TUCE4035,Harini Gowda,6.9
TUCE24020,Ajay Raghavender N,7.3
TUCE24042,Anupama V,6.585714285714286
TUCE21029,Rakshan B,7.442857142857143
TUCE21042,Ravi Teja P,7.314285714285714
TUCE24049,Ashok Ch,6.471428571428571
