Student ID,Name,Contact Info
TUCE2035,Ramya Kumar,Ramya_Kumar@ssmcollege.co.in
TUCE2036,Ajay Kumar,Ajay_Kumar@ssmcollege.co.in
TUCE2037,Shilpa Chowdary,Shilpa_Chowdary@ssmcollege.co.in
TUCE2041,Naveen Kumar,Naveen_Kumar@ssmcollege.co.in
TUCE2042,Sneha Bhattacharya,Sneha_Bhattacharya@ssmcollege.co.in
TUCE2043,Anjali Joshi,Anjali_Joshi@ssmcollege.co.in
TUCE2044,Vijay Acharya,Vijay_Acharya@ssmcollege.co.in
TUCE2045,Lakshya Acharya,Lakshya_Acharya@ssmcollege.co.in
TUCE2046,Anjali Iyer,Anjali_Iyer@ssmcollege.co.in
TUCE2048,Deepak Shetty,Deepak_Shetty@ssmcollege.co.in
TUCE2049,Manoj Venkatesh,Manoj_Venkatesh@ssmcollege.co.in
TUCE2050,Vijay Venkatesh,Vijay_Venkatesh@ssmcollege.co.in
TUCIV2001,Rajesh Joshi,Rajesh_Joshi@ssmcollege.co.in
TUCIV2002,Sanjay Rangaswamy,Sanjay_Rangaswamy@ssmcollege.co.in
TUCIV2003,Anil Shetty,Anil_Shetty@ssmcollege.co.in
TUCIV2004,Raghav Venkatesh,Raghav_Venkatesh@ssmcollege.co.in
TUCIV2005,Nithya Gowda,Nithya_Gowda@ssmcollege.co.in
TUCIV2006,Anjali Menon,Anjali_Menon@ssmcollege.co.in
TUCIV2008,Divya Chowdary,Divya_Chowdary@ssmcollege.co.in
TUCIV2009,Sangeetha Kumar,Sangeetha_Kumar@ssmcollege.co.in
TUCIV2010,Santosh Sundaram,Santosh_Sundaram@ssmcollege.co.in
TUCIV2011,Pooja Rangaswamy,Pooja_Rangaswamy@ssmcollege.co.in
TUCIV2012,Rajesh Venkatesh,Rajesh_Venkatesh@ssmcollege.co.in
TUCIV2013,Priya Iyer,Priya_Iyer@ssmcollege.co.in
TUCIV2014,Harini Shetty,Harini_Shetty@ssmcollege.co.in
TUCIV2015,Swathi Reddy,Swathi_Reddy@ssmcollege.co.in
TUCIV2016,Santosh Reddy,Santosh_Reddy@ssmcollege.co.in
TUCIV2017,Manoj Gowda,Manoj_Gowda@ssmcollege.co.in
TUCIV2018,Harish Pillai,Harish_Pillai@ssmcollege.co.in
TUCIV2020,Ajay Bhattacharya,Ajay_Bhattacharya@ssmcollege.co.in
TUCIV2021,Bhavani Rangaswamy,Bhavani_Rangaswamy@ssmcollege.co.in
TUCIV2022,Anjali Sundaram,Anjali_Sundaram@ssmcollege.co.in
TUCIV2023,Ajay Chowdary,Ajay_Chowdary@ssmcollege.co.in
TUCIV2024,Anjali Venkatesh,Anjali_Venkatesh@ssmcollege.co.in
TUCIV2025,Raghav Sharma,Raghav_Sharma@ssmcollege.co.in
TUCIV2026,Meena Joshi,Meena_Joshi@ssmcollege.co.in
TUCIV2027,Pooja Reddy,Pooja_Reddy@ssmcollege.co.in
TUCIV2028,Raghav Gowda,Raghav_Gowda@ssmcollege.co.in
TUCIV2029,Jyothi Kumar,Jyothi_Kumar@ssmcollege.co.in
TUCIV2030,Anjali Reddy,Anjali_Reddy@ssmcollege.co.in
TUCIV2031,Ajay Shetty,Ajay_Shetty@ssmcollege.co.in
TUCIV2032,Vasanth Chowdary,Vasanth_Chowdary@ssmcollege.co.in
TUCIV2033,Lakshmi Reddy,Lakshmi_Reddy@ssmcollege.co.in
TUCIV2034,Ramya Pillai,Ramya_Pillai@ssmcollege.co.in
TUCIV2035,Rahul Shetty,Rahul_Shetty@ssmcollege.co.in
TUCIV2036,Divya Menon,Divya_Menon@ssmcollege.co.in
TUCIV2038,Suresh Joshi,Suresh_Joshi@ssmcollege.co.in
TUCIV2039,Suresh Menon,Suresh_Menon@ssmcollege.co.in
TUCIV2041,Swathi Menon,Swathi_Menon@ssmcollege.co.in
TUCIV2042,Bhavani Sharma,Bhavani_Sharma@ssmcollege.co.in
TUCIV2043,Harish Menon,Harish_Menon@ssmcollege.co.in
TUCIV2045,Lakshya Rao,Lakshya_Rao@ssmcollege.co.in
TUCIV2046,Jyothi Joshi,Jyothi_Joshi@ssmcollege.co.in
TUCIV2047,Santosh Menon,Santosh_Menon@ssmcollege.co.in
TUCIV2048,Swathi Iyer,Swathi_Iyer@ssmcollege.co.in
TUCIV2049,Bhavani Naidu,Bhavani_Naidu@ssmcollege.co.in
TUCIV2050,Sneha Pillai,Sneha_Pillai@ssmcollege.co.in
TUEE2001,Ganesh Nair,Ganesh_Nair@ssmcollege.co.in
TUEE2002,Nithya Rao,Nithya_Rao@ssmcollege.co.in
TUEE2004,Rajesh Kumar,Rajesh_Kumar@ssmcollege.co.in
TUEE2005,Jyothi Srinivas,Jyothi_Srinivas@ssmcollege.co.in
TUEE2006,Rahul Venkatesh,Rahul_Venkatesh@ssmcollege.co.in
TUEE2007,Krishna Sharma,Krishna_Sharma@ssmcollege.co.in
TUEE2008,Priya Sundaram,Priya_Sundaram@ssmcollege.co.in
TUEE2009,Raghav Bhattacharya,Raghav_Bhattacharya@ssmcollege.co.in
TUEE2011,Naveen Joshi,Naveen_Joshi@ssmcollege.co.in
TUEE2012,Swathi Chowdary,Swathi_Chowdary@ssmcollege.co.in
TUEE2014,Sanjay Kumar,Sanjay_Kumar@ssmcollege.co.in
TUEE2017,Suresh Rangaswamy,Suresh_Rangaswamy@ssmcollege.co.in
TUEE2020,Meena Venkatesh,Meena_Venkatesh@ssmcollege.co.in
TUEE2021,Anu Kumar,Anu_Kumar@ssmcollege.co.in
TUEE2022,Nithya Nair,Nithya_Nair@ssmcollege.co.in
TUEE2025,Lakshmi Murthy,Lakshmi_Murthy@ssmcollege.co.in
TUEE2026,Sangeetha Reddy,Sangeetha_Reddy@ssmcollege.co.in
TUEE2027,Manoj Kumar,Manoj_Kumar@ssmcollege.co.in
TUEE2028,Ganesh Chowdary,Ganesh_Chowdary@ssmcollege.co.in
TUEE2030,Santosh Bhattacharya,Santosh_Bhattacharya@ssmcollege.co.in
TUEE2031,Vijay Kumar,Vijay_Kumar@ssmcollege.co.in
TUEE2032,Harish Nair,Harish_Nair@ssmcollege.co.in
TUEE2033,Priya Shetty,Priya_Shetty@ssmcollege.co.in
TUEE2034,Santosh Rao,Santosh_Rao@ssmcollege.co.in
TUEE2035,Lakshmi Rangaswamy,Lakshmi_Rangaswamy@ssmcollege.co.in
TUEE2036,Divya Rangaswamy,Divya_Rangaswamy@ssmcollege.co.in
TUEE2037,Raghav Murthy,Raghav_Murthy@ssmcollege.co.in
TUEE2038,Prakash Pillai,Prakash_Pillai@ssmcollege.co.in
TUEE2039,Manoj Srinivas,Manoj_Srinivas@ssmcollege.co.in
TUEE2040,Nithya Chowdary,Nithya_Chowdary@ssmcollege.co.in
TUEE2041,Vasanth Bhattacharya,Vasanth_Bhattacharya@ssmcollege.co.in
TUEE2042,Santosh Venkatesh,Santosh_Venkatesh@ssmcollege.co.in
TUEE2043,Hari Rao,Hari_Rao@ssmcollege.co.in
TUEE2046,Raghav Reddy,Raghav_Reddy@ssmcollege.co.in
TUEE2047,Meena Acharya,Meena_Acharya@ssmcollege.co.in
TUEE2048,Divya Rao,Divya_Rao@ssmcollege.co.in
TUEE2049,Manoj Acharya,Manoj_Acharya@ssmcollege.co.in
TUEE2050,Keerthi Chowdary,Keerthi_Chowdary@ssmcollege.co.in
TUEC2001,Lakshmi Venkatesh,Lakshmi_Venkatesh@ssmcollege.co.in
TUEC2002,Prakash Bhattacharya,Prakash_Bhattacharya@ssmcollege.co.in
TUEC2003,Lakshmi Shetty,Lakshmi_Shetty@ssmcollege.co.in
TUEC2004,Bhavani Rao,Bhavani_Rao@ssmcollege.co.in
TUEC2005,Prakash Venkatesh,Prakash_Venkatesh@ssmcollege.co.in
TUEC2006,Rajesh Rangaswamy,Rajesh_Rangaswamy@ssmcollege.co.in
TUEC2007,Santosh Naidu,Santosh_Naidu@ssmcollege.co.in
TUEC2008,Anjali Nair,Anjali_Nair@ssmcollege.co.in
TUEC2009,Vasanth Nair,Vasanth_Nair@ssmcollege.co.in
TUEC2011,Divya Kumar,Divya_Kumar@ssmcollege.co.in
TUEC2012,Shilpa Venkatesh,Shilpa_Venkatesh@ssmcollege.co.in
TUEC2013,Anil Pillai,Anil_Pillai@ssmcollege.co.in
TUEC2014,Ramya Nair,Ramya_Nair@ssmcollege.co.in
TUEC2015,Naveen Acharya,Naveen_Acharya@ssmcollege.co.in
TUEC2016,Karthik Sundaram,Karthik_Sundaram@ssmcollege.co.in
TUEC2017,Manoj Rao,Manoj_Rao@ssmcollege.co.in
TUEC2019,Anjali Kumar,Anjali_Kumar@ssmcollege.co.in
TUEC2020,Harish Kumar,Harish_Kumar@ssmcollege.co.in
TUEC2021,Harish Srinivas,Harish_Srinivas@ssmcollege.co.in
TUEC2023,Suresh Kumar,Suresh_Kumar@ssmcollege.co.in
TUEC2024,Lakshmi Joshi,Lakshmi_Joshi@ssmcollege.co.in
TUEC2026,Sanjay Venkatesh,Sanjay_Venkatesh@ssmcollege.co.in
TUEC2030,Naveen Venkatesh,Naveen_Venkatesh@ssmcollege.co.in
TUEC2031,Karthik Venkatesh,Karthik_Venkatesh@ssmcollege.co.in
TUEC2032,Meena Sundaram,Meena_Sundaram@ssmcollege.co.in
TUEC2034,Krishna Venkatesh,Krishna_Venkatesh@ssmcollege.co.in
TUEC2035,Ajay Acharya,Ajay_Acharya@ssmcollege.co.in
TUEC2036,Bhavani Murthy,Bhavani_Murthy@ssmcollege.co.in
TUEC2037,Anu Murthy,Anu_Murthy@ssmcollege.co.in
TUEC2038,Anil Kumar,Anil_Kumar@ssmcollege.co.in
TUEC2039,Manoj Menon,Manoj_Menon@ssmcollege.co.in
TUEC2040,Lakshya Venkatesh,Lakshya_Venkatesh@ssmcollege.co.in
TUEC2041,Vijay Sharma,Vijay_Sharma@ssmcollege.co.in
TUEC2042,Ajay Iyer,Ajay_Iyer@ssmcollege.co.in
TUEC2043,Manoj Pillai,Manoj_Pillai@ssmcollege.co.in
TUEC2044,Santosh Gowda,Santosh_Gowda@ssmcollege.co.in
TUEC2047,Jyothi Sundaram,Jyothi_Sundaram@ssmcollege.co.in
TUEC2048,Anu Sharma,Anu_Sharma@ssmcollege.co.in
TUEC2049,Sangeetha Acharya,Sangeetha_Acharya@ssmcollege.co.in
TUEC2050,Nithya Kumar,Nithya_Kumar@ssmcollege.co.in
TUME2002,Bhavani Nair,Bhavani_Nair@ssmcollege.co.in
TUME2003,Harini Kumar,Harini_Kumar@ssmcollege.co.in
TUME2004,Swathi Pillai,Swathi_Pillai@ssmcollege.co.in
TUME2005,Ganesh Kumar,Ganesh_Kumar@ssmcollege.co.in
TUME2006,Santosh Kumar,Santosh_Kumar@ssmcollege.co.in
TUME2007,Divya Venkatesh,Divya_Venkatesh@ssmcollege.co.in
TUME2008,Jyothi Shetty,Jyothi_Shetty@ssmcollege.co.in
TUME2009,Raghav Kumar,Raghav_Kumar@ssmcollege.co.in
TUME2011,Divya Sundaram,Divya_Sundaram@ssmcollege.co.in
TUME2012,Raghav Naidu,Raghav_Naidu@ssmcollege.co.in
TUME2013,Naina Shah,Naina_Shah@ssmcollege.co.in
TUME2014,Suraj Desai,Suraj_Desai@ssmcollege.co.in
TUME2015,Sangeetha Menon,Sangeetha_Menon@ssmcollege.co.in
TUME2016,Aditi Gupta,Aditi_Gupta@ssmcollege.co.in
TUME2017,Amit Singh,Amit_Singh@ssmcollege.co.in
TUME2018,Ankit Sinha,Ankit_Sinha@ssmcollege.co.in
TUME2019,Neha Mehta,Neha_Mehta@ssmcollege.co.in
TUME2020,Khushi Mehta,Khushi_Mehta@ssmcollege.co.in
TUME2021,Divya Bose,Divya_Bose@ssmcollege.co.in
TUME2022,Suraj Shah,Suraj_Shah@ssmcollege.co.in
TUME2023,Tanvi Kapoor,Tanvi_Kapoor@ssmcollege.co.in
TUME2024,Deepika Nair,Deepika_Nair@ssmcollege.co.in
TUME2026,Khushi Shah,Khushi_Shah@ssmcollege.co.in
TUME2027,Suraj Joshi,Suraj_Joshi@ssmcollege.co.in
TUME2028,Krishna Pandey,Krishna_Pandey@ssmcollege.co.in
TUME2029,Suresh Nair,Suresh_Nair@ssmcollege.co.in
TUME2030,Gaurav Sinha,Gaurav_Sinha@ssmcollege.co.in
TUME2031,Deepika Gupta,Deepika_Gupta@ssmcollege.co.in
TUME2032,Neha Desai,Neha_Desai@ssmcollege.co.in
TUME2033,Ishita Bose,Ishita_Bose@ssmcollege.co.in
TUME2034,Manish Mehta,Manish_Mehta@ssmcollege.co.in
TUME2035,Divya Tiwari,Divya_Tiwari@ssmcollege.co.in
TUME2036,Aditya Kumar,Aditya_Kumar@ssmcollege.co.in
TUME2037,Avni Sinha,Avni_Sinha@ssmcollege.co.in
TUME2038,Amit Iyer,Amit_Iyer@ssmcollege.co.in
TUME2039,Aryan Malhotra,Aryan_Malhotra@ssmcollege.co.in
TUME2040,Ishita Reddy,Ishita_Reddy@ssmcollege.co.in
TUME2041,Naina Bose,Naina_Bose@ssmcollege.co.in
TUME2042,Suraj Kumar,Suraj_Kumar@ssmcollege.co.in
TUME2043,Karan Verma,Karan_Verma@ssmcollege.co.in
TUME2044,Rohan Gupta,Rohan_Gupta@ssmcollege.co.in
TUME2045,Aditi Banerjee,Aditi_Banerjee@ssmcollege.co.in
TUME2046,Rahul Gupta,Rahul_Gupta@ssmcollege.co.in
TUME2047,Vedika Chopra,Vedika_Chopra@ssmcollege.co.in
TUME2048,Aditi Jain,Aditi_Jain@ssmcollege.co.in
