Student ID,Name,Contact Info,Batch
TUCE22288,Ammulu Joshi,Ammulu_Joshi@ssmcollege.co.in,2018
TUCE22292,Anand Rangaswamy,Anand_Rangaswamy@ssmcollege.co.in,2018
TUCE22297,Anil Chowdary,Anil_Chowdary@ssmcollege.co.in,2018
TUCE22299,Anil Nagesh,Anil_Nagesh@ssmcollege.co.in,2018
TUCE23029,Aishwarya Devi,Aishwarya_Devi@ssmcollege.co.in,2019
TUCE23027,Anil Joshi,Anil_Joshi@ssmcollege.co.in,2019
TUCE4041,Anjali Chowdary,Anjali_Chowdary@ssmcollege.co.in,2019
TUCE4012,Bhavya Iyer,Bhavya_Iyer@ssmcollege.co.in,2019
TUCE4028,Deepak Chowdary,Deepak_Chowdary@ssmcollege.co.in,2019
TUCE4032,Devi Iyer,Devi_Iyer@ssmcollege.co.in,2019
TUCE23019,Devi Menon,Devi_Menon@ssmcollege.co.in,2019
TUCE4021,Devi Rao,Devi_Rao@ssmcollege.co.in,2019
TUCE23014,Ganesh Reddy,Ganesh_Reddy@ssmcollege.co.in,2019
TUCE23012,Gopi Krishna,Gopi_Krishna@ssmcollege.co.in,2019
TUCE4022,Hari Iyer,Hari_Iyer@ssmcollege.co.in,2019
TUCE4035,Harini Gowda,Harini_Gowda@ssmcollege.co.in,2019
TUCE23041,Harini Madhavi,Harini_Madhavi@ssmcollege.co.in,2019
TUCE23048,Harini Rao,Harini_Rao@ssmcollege.co.in,2019
TUCE23024,Harish Acharya,Harish_Acharya@ssmcollege.co.in,2019
TUCE4002,Ishita Patel,Ishita_Patel@ssmcollege.co.in,2019
TUCE23009,Kalyan Vardhan,Kalyan_Vardhan@ssmcollege.co.in,2019
TUCE4004,Karan Jain,Karan_Jain@ssmcollege.co.in,2019
TUCE4016,Karan Pandey,Karan_Pandey@ssmcollege.co.in,2019
TUCE4008,Karan Patil,Karan_Patil@ssmcollege.co.in,2019
TUCE23026,Karthik Srinivas,Karthik_Srinivas@ssmcollege.co.in,2019
TUCE4011,Khushi Agarwal,Khushi_Agarwal@ssmcollege.co.in,2019
TUCE23037,Krishna Srinivas,Krishna_Srinivas@ssmcollege.co.in,2019
TUCE4023,Krishna Sundaram,Krishna_Sundaram@ssmcollege.co.in,2019
TUCE23033,Lakshmi Nair,Lakshmi_Nair@ssmcollege.co.in,2019
TUCE23017,Lakshya Nair,Lakshya_Nair@ssmcollege.co.in,2019
TUCE23010,Madhavi Latha,Madhavi_Latha@ssmcollege.co.in,2019
TUCE4015,Manish Shah,Manish_Shah@ssmcollege.co.in,2019
TUCE23020,Niharika Vasudev,Niharika_Vasudev@ssmcollege.co.in,2019
TUCE4019,Nikhil Mishra,Nikhil_Mishra@ssmcollege.co.in,2019
TUCE23023,Nithya Murthy,Nithya_Murthy@ssmcollege.co.in,2019
TUCE4030,Prakash Sharma,Prakash_Sharma@ssmcollege.co.in,2019
TUCE4003,Priya Das,Priya_Das@ssmcollege.co.in,2019
TUCE23045,Priya Lakshmi,Priya_Lakshmi@ssmcollege.co.in,2019
TUCE23025,Rajesh Babu,Rajesh_Babu@ssmcollege.co.in,2019
TUCE4025,Rajesh Menon,Rajesh_Menon@ssmcollege.co.in,2019
TUCE4046,Rajesh Naidu,Rajesh_Naidu@ssmcollege.co.in,2019
TUCE4013,Riya Agarwal,Riya_Agarwal@ssmcollege.co.in,2019
TUCE23011,Sangeetha Naidu,Sangeetha_Naidu@ssmcollege.co.in,2019
TUCE4047,Sanjay Nair,Sanjay_Nair@ssmcollege.co.in,2019
TUCE23042,Santosh Iyer,Santosh_Iyer@ssmcollege.co.in,2019
TUCE23018,Santosh Sharma,Santosh_Sharma@ssmcollege.co.in,2019
TUCE23008,Santosh Shetty,Santosh_Shetty@ssmcollege.co.in,2019
TUCE23007,Shilpa Naidu,Shilpa_Naidu@ssmcollege.co.in,2019
TUCE23002,Sneha Rani,Sneha_Rani@ssmcollege.co.in,2019
TUCE4045,Sneha Shetty,Sneha_Shetty@ssmcollege.co.in,2019
TUCE23032,Srinivas Raju,Srinivas_Raju@ssmcollege.co.in,2019
TUCE4014,Suraj Trivedi,Suraj_Trivedi@ssmcollege.co.in,2019
TUCE4042,Suresh Reddy,Suresh_Reddy@ssmcollege.co.in,2019
TUCE23046,Vamsi Krishna,Vamsi_Krishna@ssmcollege.co.in,2019
TUCE4034,Vijay Sundaram,Vijay_Sundaram@ssmcollege.co.in,2019
TUCE4020,Zara Tiwari,Zara_Tiwari@ssmcollege.co.in,2019
TUCE24015,A Monicaa,A_Monicaa@ssmcollege.co.in,2020
TUCE24019,Aishwarya Komma,Aishwarya_Komma@ssmcollege.co.in,2020
TUCE24020,Ajay Raghavender N,Ajay_Raghavender_N@ssmcollege.co.in,2020
TUCE24022,Akash Mondal,Akash_Mondal@ssmcollege.co.in,2020
TUCE24025,Akhil Reddy,Akhil_Reddy@ssmcollege.co.in,2020
TUCE24026,Akhila D,Akhila_D@ssmcollege.co.in,2020
TUCE24027,Akshaya Sri Gurumoorthy,Akshaya_Sri_Gurumoorthy@ssmcollege.co.in,2020
TUCE24028,Akshitha Varshini J,Akshitha_Varshini_J@ssmcollege.co.in,2020
TUCE24031,Ammulu K,Ammulu_K@ssmcollege.co.in,2020
TUCE24032,Anand Raj,Anand_Raj@ssmcollege.co.in,2020
TUCE24036,Anil Kiran,Anil_Kiran@ssmcollege.co.in,2020
TUCE24037,Anirudhha Krishnan A,Anirudhha_Krishnan_A@ssmcollege.co.in,2020
TUCE24039,Anitha K,Anitha_K@ssmcollege.co.in,2020
TUCE24006,Anjali Priya,Anjali_Priya@ssmcollege.co.in,2020
TUCE24042,Anupama V,Anupama_V@ssmcollege.co.in,2020
TUCE24043,Anusha P,Anusha_P@ssmcollege.co.in,2020
TUCE24045,Aparna R,Aparna_R@ssmcollege.co.in,2020
TUCE24046,Arjun M,Arjun_M@ssmcollege.co.in,2020
TUCE24048,Arvind S,Arvind_S@ssmcollege.co.in,2020
TUCE24049,Ashok Ch,Ashok_Ch@ssmcollege.co.in,2020
TUCE24010,Bhavana Sree,Bhavana_Sree@ssmcollege.co.in,2020
TUCE24008,Devi Chowdary,Devi_Chowdary@ssmcollege.co.in,2020
TUCE24004,Karthik Reddy,Karthik_Reddy@ssmcollege.co.in,2020
TUCE24003,Keerthi Iyer,Keerthi_Iyer@ssmcollege.co.in,2020
TUCE24011,Krishna Rao,Krishna_Rao@ssmcollege.co.in,2020
TUCE24002,Swathi Devi,Swathi_Devi@ssmcollege.co.in,2020
TUCE3008,Aarav Desai,Aarav_Desai@ssmcollege.co.in,2021
TUCE3037,Aditi Malhotra,Aditi_Malhotra@ssmcollege.co.in,2021
TUCE3016,Aditya Desai,Aditya_Desai@ssmcollege.co.in,2021
TUCE3050,Anjali Banerjee,Anjali_Banerjee@ssmcollege.co.in,2021
TUCE3026,Anjali Gupta,Anjali_Gupta@ssmcollege.co.in,2021
TUCE3012,Arjun Yadav,Arjun_Yadav@ssmcollege.co.in,2021
TUCE3035,Arpit Menon,Arpit_Menon@ssmcollege.co.in,2021
TUCE3044,Bhavya Kumar,Bhavya_Kumar@ssmcollege.co.in,2021
TUCE3030,Chetan Agarwal,Chetan_Agarwal@ssmcollege.co.in,2021
TUCE3032,Divya Iyer,Divya_Iyer@ssmcollege.co.in,2021
TUCE3011,Divya Shah,Divya_Shah@ssmcollege.co.in,2021
TUCE3027,Isha Iyer,Isha_Iyer@ssmcollege.co.in,2021
TUCE3022,Isha Kumar,Isha_Kumar@ssmcollege.co.in,2021
TUCE3033,Khushi Patil,Khushi_Patil@ssmcollege.co.in,2021
TUCE3036,Meera Banerjee,Meera_Banerjee@ssmcollege.co.in,2021
TUCE3045,Meera Reddy,Meera_Reddy@ssmcollege.co.in,2021
TUCE3046,Mohit Pandey,Mohit_Pandey@ssmcollege.co.in,2021
TUCE3014,Mohit Patil,Mohit_Patil@ssmcollege.co.in,2021
TUCE3039,Pavan Malhotra,Pavan_Malhotra@ssmcollege.co.in,2021
TUCE3028,Pooja Malhotra,Pooja_Malhotra@ssmcollege.co.in,2021
TUCE3009,Priya Banerjee,Priya_Banerjee@ssmcollege.co.in,2021
TUCE3042,Rahul Rangaswamy,Rahul_Rangaswamy@ssmcollege.co.in,2021
TUCE3021,Rajesh Choudhury,Rajesh_Choudhury@ssmcollege.co.in,2021
TUCE3040,Rohan Patil,Rohan_Patil@ssmcollege.co.in,2021
TUCE3049,Siddharth Verma,Siddharth_Verma@ssmcollege.co.in,2021
TUCE3048,Sneha Reddy,Sneha_Reddy@ssmcollege.co.in,2021
TUCE3034,Varun Kumar,Varun_Kumar@ssmcollege.co.in,2021
TUCE3004,Varun Mishra,Varun_Mishra@ssmcollege.co.in,2021
TUCE3047,Vikram Singh,Vikram_Singh@ssmcollege.co.in,2021
TUCE3019,Yash Choudhury,Yash_Choudhury@ssmcollege.co.in,2021
TUCE2036,Ajay Kumar,Ajay_Kumar@ssmcollege.co.in,2023
TUCE2005,Ajay Venkatesh,Ajay_Venkatesh@ssmcollege.co.in,2023
TUCE2046,Anjali Iyer,Anjali_Iyer@ssmcollege.co.in,2023
TUCE2043,Anjali Joshi,Anjali_Joshi@ssmcollege.co.in,2023
TUCE2009,Anjali Murthy,Anjali_Murthy@ssmcollege.co.in,2023
TUCE2032,Arjun Joshi,Arjun_Joshi@ssmcollege.co.in,2023
TUCE2007,Arjun Reddy,Arjun_Reddy@ssmcollege.co.in,2023
TUCE2023,Bhavani Reddy,Bhavani_Reddy@ssmcollege.co.in,2023
TUCE2048,Deepak Shetty,Deepak_Shetty@ssmcollege.co.in,2023
TUCE2018,Devi Reddy,Devi_Reddy@ssmcollege.co.in,2023
TUCE2030,Divya Bhattacharya,Divya_Bhattacharya@ssmcollege.co.in,2023
TUCE2002,Divya Murthy,Divya_Murthy@ssmcollege.co.in,2023
TUCE2025,Hari Murthy,Hari_Murthy@ssmcollege.co.in,2023
TUCE2021,Hari Venkatesh,Hari_Venkatesh@ssmcollege.co.in,2023
TUCE2033,Harini Venkatesh,Harini_Venkatesh@ssmcollege.co.in,2023
TUCE2004,Jyothi Iyer,Jyothi_Iyer@ssmcollege.co.in,2023
TUCE2014,Karthik Nair,Karthik_Nair@ssmcollege.co.in,2023
TUCE2003,Krishna Reddy,Krishna_Reddy@ssmcollege.co.in,2023
TUCE2045,Lakshya Acharya,Lakshya_Acharya@ssmcollege.co.in,2023
TUCE2049,Manoj Venkatesh,Manoj_Venkatesh@ssmcollege.co.in,2023
TUCE2015,Meena Reddy,Meena_Reddy@ssmcollege.co.in,2023
TUCE2041,Naveen Kumar,Naveen_Kumar@ssmcollege.co.in,2023
TUCE2011,Pooja Joshi,Pooja_Joshi@ssmcollege.co.in,2023
TUCE2028,Pooja Kumar,Pooja_Kumar@ssmcollege.co.in,2023
TUCE2006,Prakash Sundaram,Prakash_Sundaram@ssmcollege.co.in,2023
TUCE2034,Raghav Rao,Raghav_Rao@ssmcollege.co.in,2023
TUCE2029,Rahul Nair,Rahul_Nair@ssmcollege.co.in,2023
TUCE2035,Ramya Kumar,Ramya_Kumar@ssmcollege.co.in,2023
TUCE2031,Ramya Rao,Ramya_Rao@ssmcollege.co.in,2023
TUCE2027,Ramya Sundaram,Ramya_Sundaram@ssmcollege.co.in,2023
TUCE2019,Sanjay Iyer,Sanjay_Iyer@ssmcollege.co.in,2023
TUCE2012,Sanjay Menon,Sanjay_Menon@ssmcollege.co.in,2023
TUCE2037,Shilpa Chowdary,Shilpa_Chowdary@ssmcollege.co.in,2023
TUCE2042,Sneha Bhattacharya,Sneha_Bhattacharya@ssmcollege.co.in,2023
TUCE2026,Suresh Bhattacharya,Suresh_Bhattacharya@ssmcollege.co.in,2023
TUCE2008,Vasanth Kumar,Vasanth_Kumar@ssmcollege.co.in,2023
TUCE2044,Vijay Acharya,Vijay_Acharya@ssmcollege.co.in,2023
TUCE2050,Vijay Venkatesh,Vijay_Venkatesh@ssmcollege.co.in,2023
TUCE1014,Ajay Sundaram,Ajay_Sundaram@ssmcollege.co.in,2024
TUCE1050,Anil Rangaswamy,Anil_Rangaswamy@ssmcollege.co.in,2024
TUCE1033,Anjali Rao,Anjali_Rao@ssmcollege.co.in,2024
TUCE1009,Anu Joshi,Anu_Joshi@ssmcollege.co.in,2024
TUCE1037,Bhavani Bhattacharya,Bhavani_Bhattacharya@ssmcollege.co.in,2024
TUCE1047,Deepak Rangaswamy,Deepak_Rangaswamy@ssmcollege.co.in,2024
TUCE1044,Deepak Sundaram,Deepak_Sundaram@ssmcollege.co.in,2024
TUCE1015,Harini Menon,Harini_Menon@ssmcollege.co.in,2024
TUCE1012,Hema Pillai,Hema_Pillai@ssmcollege.co.in,2024
TUCE1036,Hema Rangaswamy,Hema_Rangaswamy@ssmcollege.co.in,2024
TUCE1022,Janani Reddy,Janani_Reddy@ssmcollege.co.in,2024
TUCE1017,Jyothi Nagesh,Jyothi_Nagesh@ssmcollege.co.in,2024
TUCE1045,Karthik Bhattacharya,Karthik_Bhattacharya@ssmcollege.co.in,2024
TUCE1010,Krishna Rangaswamy,Krishna_Rangaswamy@ssmcollege.co.in,2024
TUCE1042,Kumar Joshi,Kumar_Joshi@ssmcollege.co.in,2024
TUCE1013,Lakshya Srinivas,Lakshya_Srinivas@ssmcollege.co.in,2024
TUCE1002,Madhavi Sharma,Madhavi_Sharma@ssmcollege.co.in,2024
TUCE1035,Madhavi Shetty,Madhavi_Shetty@ssmcollege.co.in,2024
TUCE1005,Manoj Iyer,Manoj_Iyer@ssmcollege.co.in,2024
TUCE1031,Nandhini Iyer,Nandhini_Iyer@ssmcollege.co.in,2024
TUCE1048,Nandhini Joshi,Nandhini_Joshi@ssmcollege.co.in,2024
TUCE1007,Naveen Nagesh,Naveen_Nagesh@ssmcollege.co.in,2024
TUCE1027,Nithya Joshi,Nithya_Joshi@ssmcollege.co.in,2024
TUCE1001,Nithya Rangaswamy,Nithya_Rangaswamy@ssmcollege.co.in,2024
TUCE1038,Pooja Nair,Pooja_Nair@ssmcollege.co.in,2024
TUCE1016,Raghav Nair,Raghav_Nair@ssmcollege.co.in,2024
TUCE1046,Rahul Sundaram,Rahul_Sundaram@ssmcollege.co.in,2024
TUCE1021,Rajesh Pillai,Rajesh_Pillai@ssmcollege.co.in,2024
TUCE1028,Rajesh Reddy,Rajesh_Reddy@ssmcollege.co.in,2024
TUCE1019,Ramya Joshi,Ramya_Joshi@ssmcollege.co.in,2024
TUCE1025,Ramya Naidu,Ramya_Naidu@ssmcollege.co.in,2024
TUCE1006,Ramya Rangaswamy,Ramya_Rangaswamy@ssmcollege.co.in,2024
TUCE1039,Revathi Nagesh,Revathi_Nagesh@ssmcollege.co.in,2024
TUCE1041,Sathish Naidu,Sathish_Naidu@ssmcollege.co.in,2024
TUCE1032,Shankar Iyer,Shankar_Iyer@ssmcollege.co.in,2024
TUCE1003,Shankar Joshi,Shankar_Joshi@ssmcollege.co.in,2024
TUCE1040,Shilpa Sharma,Shilpa_Sharma@ssmcollege.co.in,2024
TUCE1023,Siva Nair,Siva_Nair@ssmcollege.co.in,2024
TUCE1026,Siva Sharma,Siva_Sharma@ssmcollege.co.in,2024
TUCE1034,Sneha Joshi,Sneha_Joshi@ssmcollege.co.in,2024
TUCE1018,Sneha Menon,Sneha_Menon@ssmcollege.co.in,2024
TUCE1024,Sneha Naidu,Sneha_Naidu@ssmcollege.co.in,2024
TUCE1004,Sneha Nair,Sneha_Nair@ssmcollege.co.in,2024
TUCE1020,Swathi Sharma,Swathi_Sharma@ssmcollege.co.in,2024
TUCE1008,Vasundhara Shetty,Vasundhara_Shetty@ssmcollege.co.in,2024
TUCE1029,Venkatesh Gowda,Venkatesh_Gowda@ssmcollege.co.in,2024
TUCE1043,Vijay Chowdary,Vijay_Chowdary@ssmcollege.co.in,2024
TUCE1049,Vijay Joshi,Vijay_Joshi@ssmcollege.co.in,2024
TUCE1030,Vijay Reddy,Vijay_Reddy@ssmcollege.co.in,2024
TUCE1011,Yamini Iyer,Yamini_Iyer@ssmcollege.co.in,2024
