Student ID,Name
TUCIV1016,Deepak Bhattacharya
TUCIV1017,Pooja Bhattacharya
TUCIV1018,Yamini Srinivas
TUCIV1019,Lakshya Naidu
TUCIV1020,Mohan Nair
TUCIV1021,Shilpa Srinivas
TUCIV1022,Rakesh Menon
TUCIV1023,Priya Srinivas
TUCIV1024,Vasanth Rao
TUCIV1025,Hema Nair
TUCIV1026,Hema Rao
TUCIV1027,Sreeja Reddy
TUCIV1028,Jyothi Murthy
TUCIV1029,Venkatesh Reddy
TUCIV1030,Anu Sundaram
TUCIV1031,Sreeja Bhattacharya
TUCIV1032,Lakshya Sharma
TUCIV1033,Ajay Nagesh
TUCIV1034,Yamini Nair
TUCIV1035,Ajay Sharma
TUCIV1036,Karthik Gowda
TUCIV1037,Manoj Murthy
TUCIV1038,Gowtham Sundaram
TUCIV1039,Manoj Joshi
TUCIV1040,Nandhini Shetty
TUCIV1041,Revathi Sharma
TUCIV1042,Mohan Menon
TUCIV1043,Venkatesh Nair
TUCIV1044,Karthik Namboothiri
TUCIV1045,Sathish Nagesh
TUCIV1046,Sruthi Pillai
TUCIV1047,Keerthi Acharya
TUCIV1048,Sangeetha Sharma
TUCIV1049,Sruthi Rao
TUCIV1050,Anu Srinivas
TUEE1001,Ajay Namboothiri
TUEE1002,Ravi Namboothiri
TUEE1003,Keerthi Gowda
TUEE1004,Meena Naidu
TUEE1005,Arjun Iyer
TUEE1006,Harish Rao
TUEE1007,Sreeja Joshi
TUEE1008,Harish Bhattacharya
TUEE1009,Vijay Rao
TUEE1010,Mohan Sharma
TUEE1011,Kavya Chowdary
TUEE1012,Rahul Gowda
TUEE1013,Lakshya Rangaswamy
TUEE1014,Manoj Namboothiri
TUEE1015,Ganesh Rao
TUEE1016,Hari Joshi
TUEE1017,Revathi Srinivas
TUEE1018,Sathish Gowda
TUEE1019,Dinesh Iyer
TUEE1020,Ramya Namboothiri
TUEE1021,Suresh Rao
TUEE1022,Deepak Naidu
TUEE1023,Dinesh Menon
TUEE1024,Vasundhara Acharya
TUEE1025,Sangeetha Joshi
TUEE1026,Rahul Pillai
TUEE1027,Harish Iyer
TUEE1028,Meena Bhattacharya
TUEE1029,Ajay Joshi
TUEE1030,Siva Nagesh
TUEE1031,Santosh Chowdary
TUEE1032,Vasundhara Iyer
TUEE1033,Hema Acharya
TUEE1034,Priya Joshi
TUEE1035,Rahul Iyer
TUEE1036,Shilpa Nair
TUEE1037,Revathi Namboothiri
TUEE1038,Ravi Nagesh
TUEE1039,Sruthi Namboothiri
TUEE1040,Yamini Sundaram
TUEE1041,Krishna Namboothiri
TUEE1042,Harish Naidu
TUEE1043,Sathish Acharya
TUEE1044,Nithya Srinivas
TUEE1045,Rahul Acharya
TUEE1046,Manoj Sundaram
TUEE1047,Venkatesh Joshi
TUEE1048,Sneha Chowdary
TUEE1049,Sanjay Gowda
TUEE1050,Meena Iyer
TUEC1001,Sneha Acharya
TUEC1002,Rakesh Namboothiri
TUEC1003,Meena Rao
TUEC1004,Sruthi Gowda
TUEC1005,Gowtham Rao
TUEC1006,Shilpa Iyer
TUEC1007,Anu Bhattacharya
TUEC1008,Madhavi Murthy
TUEC1009,Deepak Reddy
TUEC1010,Gayathri Sharma
TUEC1011,Keerthi Shetty
TUEC1012,Sangeetha Gowda
TUEC1013,Prakash Namboothiri
TUEC1014,Karthik Sharma
TUEC1015,Shankar Sundaram
TUEC1016,Shilpa Reddy
TUEC1017,Meena Shetty
TUEC1018,Hari Nair
TUEC1019,Ravi Pillai
TUEC1020,Lakshmi Acharya
TUEC1021,Nithya Namboothiri
TUEC1022,Nithya Reddy
TUEC1023,Sruthi Bhattacharya
TUEC1024,Swathi Acharya
TUEC1025,Pooja Namboothiri
TUEC1026,Kumar Nair
TUEC1027,Manoj Shetty
TUEC1028,Anjali Srinivas
TUEC1029,Divya Reddy
TUEC1030,Sruthi Iyer
TUEC1031,Bhavani Chowdary
TUEC1032,Anil Sharma
TUEC1033,Lakshmi Naidu
TUEC1034,Manoj Nair
TUEC1035,Vijay Srinivas
TUEC1036,Ramya Srinivas
TUEC1037,Yamini Menon
TUEC1038,Shilpa Gowda
TUEC1039,Venkatesh Murthy
TUEC1040,Nandhini Menon
TUEC1041,Devi Namboothiri
TUEC1042,Ravi Joshi
TUEC1043,Sangeetha Nagesh
TUEC1044,Meena Murthy
TUEC1045,Revathi Gowda
TUEC1046,Divya Sharma
TUEC1047,Ganesh Sundaram
TUEC1048,Krishna Joshi
TUEC1049,Yamini Nagesh
TUEC1050,Sreeja Rao
TUME1001,Naveen Gowda
TUME1002,Kumar Nagesh
TUME1003,Mohan Reddy
TUME1004,Krishna Nair
TUME1005,Kumar Acharya
TUME1006,Vijay Nair
TUME1007,Keerthi Namboothiri
TUME1008,Sreeja Sharma
TUME1009,Nandhini Pillai
TUME1010,Hema Nagesh
TUME1011,Divya Joshi
TUME1012,Jyothi Nair
TUME1013,Karthik Joshi
TUME1014,Sanjay Reddy
TUME1015,Revathi Joshi
TUME1016,Lakshmi Iyer
TUME1017,Ajay Rangaswamy
TUME1018,Rahul Bhattacharya
TUME1019,Anu Venkatesh
TUME1020,Lakshmi Chowdary
TUME1021,Suresh Shetty
TUME1022,Sangeetha Bhattacharya
TUME1023,Krishna Murthy
TUME1024,Pooja Venkatesh
TUME1025,Devi Kumar
TUME1026,Keerthi Srinivas
TUME1027,Anu Rao
TUME1028,Swathi Gowda
TUME1029,Rahul Joshi
TUME1030,Bhavani Venkatesh
TUME1031,Ajay Reddy
TUME1032,Prakash Srinivas
TUME1033,Hari Kumar
TUME1034,Pooja Naidu
TUME1035,Prakash Kumar
TUME1036,Krishna Kumar
TUME1037,Lakshya Kumar
TUME1038,Anil Rao
TUME1039,Sneha Murthy
TUME1040,Sangeetha Murthy
TUME1041,Bhavani Srinivas
TUME1042,Sneha Venkatesh
TUME1043,Santosh Rangaswamy
TUME1044,Hari Acharya
TUME1045,Deepak Kumar
TUME1046,Meena Menon
TUME1047,Divya Pillai
TUME1048,Naveen Pillai
TUME1049,Pooja Menon
TUME1050,Devi Rangaswamy
