Student ID,Name,GPA
TUEC2037,Anu Murthy,8.114285714285714
TUME2003,Harini Kumar,8.457142857142857
TUME2005,Ganesh Kumar,8.3
TUME2028,Krishna Pandey,8.485714285714286
TUCIV3043,Isha Banerjee,9.27142857142857
TUEC3018,Harini Rangaswamy,8.3
TUEC3022,Mohit Kapoor,8.185714285714287
TUEC3040,Suraj Malhotra,8.3
TUCE4023,Krishna Sundaram,8.12857142857143
TUCE4041,Anjali Chowdary,8.6
TUEE4022,Rajesh Acharya,8.014285714285714
TUEC4023,Ramya Reddy,8.4
TUEC4048,Ganesh Bhattacharya,8.557142857142857
TUEC4049,Sanjay Srinivas,8.37142857142857
TUME4006,Karthik Acharya,8.057142857142857
TUEE23001,Prakash Nair,8.428571428571429
TUEE23003,Rachana Lakshmi,8.142857142857142
TUEE23036,Shilpa Bhattacharya,8.028571428571428
TUEC23018,Devi Srinivas,8.485714285714286
TUME23012,Ravi Kishore,8.12857142857143
TUCIV24003,Balaji Sai,8.17142857142857
TUCIV24015,Behan Mu,8.742857142857144
TUEE24024,Jaya Sri,8.971428571428572
TUEE24031,Jayasurya J,8.085714285714285
TUEC24007,Keerthana Sree,8.32857142857143
TUEC24023,Lakshmi Sindhu,8.12857142857143
TUME24013,Nandhinee K,8.7
TUCIV21086,Sanjay R,8.471428571428572
TUEE21115,Sitaram Y,8.314285714285713
TUCIV22329,Anu Gowda,8.742857142857144
TUEE22366,Aryan Acharya,8.257142857142856
TUEE22376,Avinash Nagesh,8.2
TUEC22420,Chaitanya Bhattacharya,8.17142857142857
TUME22476,Devi Nair,8.542857142857143
TUEE1027,Harish Iyer,8.042857142857143
TUEE1045,Rahul Acharya,8.37142857142857
TUEC1037,Yamini Menon,8.442857142857143
TUEC1044,Meena Murthy,9.028571428571428
TUME1016,Lakshmi Iyer,8.642857142857142
TUCE2021,Hari Venkatesh,8.471428571428572
TUCE2023,Bhavani Reddy,8.457142857142857
TUCIV2028,Raghav Gowda,9.071428571428571
TUEE2007,Krishna Sharma,8.442857142857143
TUEC2008,Anjali Nair,8.27142857142857
TUME2008,Jyothi Shetty,8.72857142857143
TUME2030,Gaurav Sinha,8.528571428571428
TUCIV3008,Harsh Reddy,8.3
TUEE3015,Krishna Yadav,8.528571428571428
TUEE3021,Shreya Yadav,8.4
TUEC3031,Varun Tiwari,8.214285714285714
TUEC3036,Amit Mishra,8.242857142857144
TUME3005,Aditya Verma,8.214285714285714
TUME3017,Riya Kumar,8.157142857142857
TUME3021,Anjali Trivedi,8.071428571428571
TUME3024,Sanjay Sharma,8.17142857142857
TUME3048,Suraj Chopra,8.542857142857143
TUEC4005,Krishna Chowdary,8.028571428571428
TUEC4044,Jyothi Naidu,8.37142857142857
TUME4040,Santosh Pillai,8.32857142857143
TUCE23010,Madhavi Latha,8.242857142857144
TUCIV23034,Lalitha Devi,8.642857142857142
TUCIV23043,Ramya Chowdary,8.3
TUCIV23048,Divya Priya,8.1
TUEE23013,Jayanth Kumar,8.585714285714285
TUEE23033,Madhumita Rao,8.342857142857143
TUEC23017,Aditya Vardhan,8.3
TUME23010,Kishore Venkatesh,8.8
TUME23034,Surya Prasad,8.028571428571428
TUME23050,Raju Babu,8.542857142857143
TUCIV24016,Bharat Sai Teja,8.67142857142857
TUEC24011,Krishna Prathyusha,8.257142857142856
TUME24019,Naveen Chandra,8.32857142857143
TUME24029,Nikhitha K B,8.028571428571428
TUCE21047,Rithika V,8.385714285714286
TUCE22262,Aditya Menon,8.428571428571429
TUCIV22305,Anitha Bhattacharya,8.585714285714285
TUCIV22316,Ankit Nair,8.071428571428571
TUEE22374,Ashok Namboothiri,8.67142857142857
TUEC22442,Damayanthi Naidu,8.314285714285713
TUME22499,Dinesh Kumar,8.1
TUCE1005,Manoj Iyer,8.657142857142857
TUCE1018,Sneha Menon,8.62857142857143
TUCE1022,Janani Reddy,8.785714285714286
TUCE1024,Sneha Naidu,8.485714285714286
TUEE1020,Ramya Namboothiri,8.314285714285713
TUEE1037,Revathi Namboothiri,8.057142857142857
TUEC1017,Meena Shetty,8.585714285714285
TUME1017,Ajay Rangaswamy,8.5
TUME1025,Devi Kumar,8.085714285714285
TUME1034,Pooja Naidu,8.17142857142857
TUME1042,Sneha Venkatesh,8.27142857142857
TUCE2007,Arjun Reddy,8.27142857142857
TUCE2045,Lakshya Acharya,8.014285714285714
TUCIV2034,Ramya Pillai,8.82857142857143
TUEE2006,Rahul Venkatesh,8.3
TUEE2030,Santosh Bhattacharya,8.157142857142857
TUEC2043,Manoj Pillai,8.542857142857143
TUCE3034,Varun Kumar,8.057142857142857
TUCE3047,Vikram Singh,8.014285714285714
TUEC3005,Aryan Sinha,8.471428571428572
TUEC3025,Manish Banerjee,8.442857142857143
TUME3015,Sanya Pandey,8.457142857142857
TUME3019,Vikram Joshi,8.357142857142858
TUEE4026,Ganesh Joshi,8.028571428571428
TUEC4033,Divya Naidu,8.17142857142857
TUEC4034,Divya Nair,8.642857142857142
TUME4043,Pooja Srinivas,8.285714285714286
TUCE23024,Harish Acharya,8.257142857142856
TUCIV23045,Sanjeev Reddy,8.057142857142857
TUEE23043,Rajiv Reddy,8.157142857142857
TUEC23004,Charan Teja,8.085714285714285
TUCE24031,Ammulu K,8.742857142857144
TUCIV24019,Bratindra Prathap N,8.87142857142857
TUEE24023,Jahnavi D,8.157142857142857
TUEE24039,K Varun,8.22857142857143
TUEC24027,Leela Sairam P,8.12857142857143
TUEC24048,Mounika S,8.285714285714286
TUEE21110,Shruthi S,8.428571428571429
TUEE21119,Sneha Latha,8.12857142857143
TUME21226,Y A Allen Vinnie,8.585714285714285
TUCE22270,Akash Nair,8.528571428571428
TUME22455,Deepak Murthy,8.242857142857144
TUME22462,Deepak Sharma,8.614285714285714
TUME22464,Deepika Nagesh,8.62857142857143
TUME22492,Dharmendra Murthy,8.12857142857143
TUCIV1008,Shilpa Shetty,8.442857142857143
TUCIV1011,Vasundhara Chowdary,8.37142857142857
TUCIV1044,Karthik Namboothiri,8.37142857142857
TUEE1013,Lakshya Rangaswamy,8.642857142857142
TUEE1023,Dinesh Menon,8.2
TUEC1015,Shankar Sundaram,8.442857142857143
TUEC1031,Bhavani Chowdary,8.285714285714286
TUME1026,Keerthi Srinivas,8.2
TUCE2005,Ajay Venkatesh,8.085714285714285
TUCE2025,Hari Murthy,8.042857142857143
TUEE2031,Vijay Kumar,8.142857142857142
TUEC2002,Prakash Bhattacharya,8.471428571428572
TUEC2020,Harish Kumar,9.085714285714285
TUME2014,Suraj Desai,8.028571428571428
TUME2033,Ishita Bose,8.785714285714286
TUCIV3003,Chetan Mehta,8.285714285714286
TUCIV3028,Bhavya Gupta,8.17142857142857
TUEE3025,Amit Choudhury,8.27142857142857
TUEE3047,Jatin Pandey,8.242857142857144
TUCIV4001,Sangeetha Chowdary,8.185714285714287
TUCIV4003,Anu Naidu,8.514285714285714
TUCIV4008,Rahul Menon,8.385714285714286
TUEE4035,Ganesh Murthy,8.642857142857142
TUCE23007,Shilpa Naidu,8.485714285714286
TUCIV23028,Anil Naidu,8.014285714285714
TUEE23046,Anil Gowda,8.142857142857142
TUEC23041,Harish Murthy,8.514285714285714
TUCE24043,Anusha P,8.042857142857143
TUCIV24045,Dileep Kumar,8.471428571428572
TUEE24034,Jiju Praveen S,8.542857142857143
TUEC24001,Kanchana C,8.7
TUCE21029,Rakshan B,8.357142857142858
TUCIV21059,S Sanjay,8.114285714285714
TUCIV21076,Saicharan V,8.114285714285714
TUEE21105,Shiva Prasad,8.314285714285713
TUEE21130,Sri Eswari S,8.342857142857143
TUME21234,Yaswanth S,8.77142857142857
TUME21247,Aditi Nagesh,8.1
TUCE22279,Akshaya Naidu,8.72857142857143
TUCE22280,Akshitha Joshi,8.385714285714286
TUCE22297,Anil Chowdary,8.314285714285713
TUEE22388,Barath Acharya,8.642857142857142
TUEC22419,Bratindra Reddy,8.17142857142857
TUEC22438,Chudhersan Sharma,8.071428571428571
TUCE1030,Vijay Reddy,8.342857142857143
TUCE1034,Sneha Joshi,8.17142857142857
TUCIV1002,Sanjay Chowdary,8.571428571428571
TUCIV1005,Ajay Gowda,8.257142857142856
TUCIV1006,Sreeja Nagesh,8.071428571428571
TUCIV1007,Ganesh Nagesh,8.257142857142856
TUCIV1034,Yamini Nair,8.9
TUCIV1040,Nandhini Shetty,8.214285714285714
TUEE1006,Harish Rao,8.22857142857143
TUEE1032,Vasundhara Iyer,8.757142857142856
TUEE1047,Venkatesh Joshi,8.27142857142857
TUEE1049,Sanjay Gowda,8.042857142857143
TUEC1004,Sruthi Gowda,8.614285714285714
TUEC1010,Gayathri Sharma,8.142857142857142
TUEC1013,Prakash Namboothiri,8.12857142857143
TUEC1050,Sreeja Rao,8.37142857142857
TUME1030,Bhavani Venkatesh,9.214285714285714
TUCE2042,Sneha Bhattacharya,8.357142857142858
TUCIV2021,Bhavani Rangaswamy,8.028571428571428
TUCIV2024,Anjali Venkatesh,8.585714285714285
TUCIV2026,Meena Joshi,8.67142857142857
TUCIV2038,Suresh Joshi,8.542857142857143
TUCIV2045,Lakshya Rao,8.4
TUCIV2046,Jyothi Joshi,8.67142857142857
TUEE2033,Priya Shetty,8.957142857142857
TUEC2006,Rajesh Rangaswamy,8.757142857142856
TUEC2014,Ramya Nair,8.185714285714287
TUEC2019,Anjali Kumar,8.914285714285715
TUEC2021,Harish Srinivas,8.457142857142857
TUEC2024,Lakshmi Joshi,8.414285714285715
TUEC2040,Lakshya Venkatesh,8.8
TUCE3014,Mohit Patil,8.3
TUCE3036,Meera Banerjee,8.37142857142857
TUCE3044,Bhavya Kumar,8.414285714285715
TUEE3001,Pavan Gupta,8.428571428571429
TUEC3009,Ankit Mehta,9.042857142857143
TUEC3023,Ravi Chopra,8.2
TUME3013,Vikram Iyer,8.442857142857143
TUME3020,Arjun Menon,8.342857142857143
TUCE4025,Rajesh Menon,8.585714285714285
TUEE4002,Keerthi Nair,8.285714285714286
TUEE4012,Sneha Srinivas,8.32857142857143
TUEE4037,Anjali Acharya,8.057142857142857
TUME4011,Rahul Sharma,8.157142857142857
TUME4034,Anjali Sharma,8.37142857142857
TUME4046,Ramya Menon,8.042857142857143
TUCIV23005,Pavani Sridhar,8.22857142857143
TUME23004,Rajendra Rao,8.442857142857143
TUME23008,Krishna Menon,8.4
TUME23039,Vikas Kumar,8.285714285714286
TUCE24020,Ajay Raghavender N,8.32857142857143
TUCE24028,Akshitha Varshini J,8.857142857142858
TUCIV24043,Dharmendra B,8.642857142857142
TUEE24035,Jiteshraaju R,8.242857142857144
TUEC24036,Mahesh Y,8.071428571428571
TUME24003,Murali Krishna,8.042857142857143
TUCE21049,Rithwik Reddy,8.4
TUCIV21063,Sai Anuja,8.3
TUEE21114,Siri Sanjana,8.185714285714287
TUEC21153,Sumanjali V,8.5
TUEC21163,Sushil Kumar,8.342857142857143
TUCE22260,Aditya Sundaram,8.12857142857143
TUCE22263,Aditya Nair,8.057142857142857
TUCE22288,Ammulu Joshi,8.22857142857143
TUCIV22303,Anil Srinivas,8.028571428571428
TUCIV22342,Arjun Srinivas,8.12857142857143
TUEE22363,Aryan Nagesh,8.528571428571428
TUEC22410,Bhavya Reddy,8.1
TUCE1012,Hema Pillai,8.685714285714287
TUCE1023,Siva Nair,8.785714285714286
TUCE1050,Anil Rangaswamy,8.528571428571428
TUEE1002,Ravi Namboothiri,8.385714285714286
TUEE1005,Arjun Iyer,8.057142857142857
TUEC1035,Vijay Srinivas,8.4
TUME1038,Anil Rao,8.657142857142857
TUCE2029,Rahul Nair,8.071428571428571
TUCE2034,Raghav Rao,8.6
TUEE2032,Harish Nair,8.428571428571429
TUEE2035,Lakshmi Rangaswamy,8.414285714285715
TUEC2048,Anu Sharma,8.27142857142857
TUME2016,Aditi Gupta,8.042857142857143
TUME2022,Suraj Shah,8.77142857142857
TUME2036,Aditya Kumar,8.357142857142858
TUCE3040,Rohan Patil,9.1
TUCIV3031,Pavan Joshi,8.885714285714286
TUEE3033,Suraj Mehta,8.057142857142857
TUME3012,Tanvi Patil,8.357142857142858
TUME3039,Neha Trivedi,8.585714285714285
TUEC4035,Deepak Nair,8.17142857142857
TUME4009,Sangeetha Sundaram,8.585714285714285
TUEE23005,Sridevi Rani,8.37142857142857
TUCE24019,Aishwarya Komma,8.085714285714285
TUCE24036,Anil Kiran,8.6
TUCIV24025,Chitradhar K,8.028571428571428
TUCIV24028,Deekshitha P,8.2
TUEE24007,Harshaa V S,8.842857142857143
TUEC24035,Madhuri S,8.12857142857143
TUME24006,Naga Swetha,8.042857142857143
TUME24039,Pallavi S,8.028571428571428
TUCE21038,Ravali Ch,8.657142857142857
TUCIV21053,Rubesh M,8.242857142857144
TUCIV21064,Sai Bharathi,8.528571428571428
TUEC21154,Sunil Kumar,8.114285714285714
TUEC21159,Supriya Chowdary,8.342857142857143
TUME21213,Vijayalakshmi B,8.742857142857144
TUME21214,Vikash N,8.357142857142858
TUCIV22338,Arjun Rao,8.342857142857143
TUEE22379,Avni Namboothiri,8.842857142857143
TUEC22405,Bhavani Gowda,8.114285714285714
TUCE1003,Shankar Joshi,8.428571428571429
TUCE1010,Krishna Rangaswamy,8.385714285714286
TUCE1013,Lakshya Srinivas,8.557142857142857
TUCE1043,Vijay Chowdary,9.042857142857143
TUCIV1025,Hema Nair,8.528571428571428
TUCIV1027,Sreeja Reddy,8.242857142857144
TUEE1029,Ajay Joshi,8.242857142857144
TUEE1033,Hema Acharya,8.785714285714286
TUEE1035,Rahul Iyer,8.5
TUEE1042,Harish Naidu,8.114285714285714
TUEE1050,Meena Iyer,8.4
TUEC1027,Manoj Shetty,8.614285714285714
TUME1001,Naveen Gowda,8.157142857142857
TUME1009,Nandhini Pillai,8.32857142857143
TUCIV2012,Rajesh Venkatesh,8.2
TUCIV2023,Ajay Chowdary,8.557142857142857
TUCIV2041,Swathi Menon,8.6
TUCIV2049,Bhavani Naidu,8.385714285714286
TUCE3032,Divya Iyer,8.4
TUCE3048,Sneha Reddy,8.471428571428572
TUEE3031,Arjun Mishra,8.085714285714285
TUEC3006,Zara Yadav,8.485714285714286
TUEC3008,Aryan Banerjee,8.5
TUME3022,Shreya Bose,8.457142857142857
TUCIV4044,Prakash Chowdary,8.314285714285713
TUCIV4048,Rajesh Iyer,8.485714285714286
TUEE4018,Ganesh Srinivas,8.885714285714286
TUEC4041,Meena Chowdary,8.314285714285713
TUME4008,Ajay Naidu,8.042857142857143
TUME4042,Devi Naidu,8.114285714285714
TUCE23012,Gopi Krishna,8.257142857142856
TUCE23037,Krishna Srinivas,8.071428571428571
TUCE23045,Priya Lakshmi,8.757142857142856
TUCE23046,Vamsi Krishna,8.528571428571428
TUCIV23012,Manasa Sai,8.22857142857143
TUCIV23013,Srikanth Varma,8.042857142857143
TUME23011,Reshma Sri,8.214285714285714
TUCE24042,Anupama V,8.471428571428572
TUCE24045,Aparna R,8.142857142857142
TUCIV24013,Barath T,8.4
TUCIV24048,Divyadharshini M,8.042857142857143
TUEE24050,Kanaka Durga,8.971428571428572
TUME24020,Naveen Sai,8.614285714285714
TUCE21010,Priya Dharshini,8.17142857142857
TUCE21034,Ramya S,8.257142857142856
TUCE21042,Ravi Teja P,8.157142857142857
TUCIV21097,Shanmukh A,8.72857142857143
TUME21203,Varun Sai,8.314285714285713
TUME21230,Yashwanth R,8.6
TUCIV22304,Anirudhha Bhattacharya,8.085714285714285
TUCIV22314,Ankit Sharma,8.428571428571429
TUCIV22336,Anusha Rangaswamy,8.242857142857144
TUEC22409,Bhavani Sundaram,8.085714285714285
TUEC22426,Chandan Namboothiri,8.457142857142857
TUEC22449,Deepadharshini Srinivas,8.471428571428572
TUME22470,Devadharshini Nair,8.028571428571428
TUCE1011,Yamini Iyer,8.785714285714286
TUCE1036,Hema Rangaswamy,8.3
TUCIV1022,Rakesh Menon,8.2
TUCIV1046,Sruthi Pillai,8.842857142857143
TUCIV1048,Sangeetha Sharma,8.1
TUEC1043,Sangeetha Nagesh,8.5
TUME1004,Krishna Nair,8.242857142857144
TUME1019,Anu Venkatesh,8.6
TUME1027,Anu Rao,8.442857142857143
TUCE2003,Krishna Reddy,8.357142857142858
TUCIV2009,Sangeetha Kumar,9.442857142857143
TUCIV2013,Priya Iyer,8.114285714285714
TUEC2015,Naveen Acharya,8.028571428571428
TUEC2017,Manoj Rao,8.3
TUME2046,Rahul Gupta,8.1
TUCE3019,Yash Choudhury,8.2
TUCE3037,Aditi Malhotra,8.071428571428571
TUCE3045,Meera Reddy,8.742857142857144
TUCIV3004,Yash Patil,8.385714285714286
TUCIV3021,Neha Agarwal,8.114285714285714
TUEE3008,Riya Das,8.82857142857143
TUEC3003,Divya Singh,8.657142857142857
TUEC3015,Chetan Banerjee,8.071428571428571
TUME3026,Manish Patel,8.557142857142857
TUME3036,Aryan Pandey,8.2
TUME3037,Pooja Tiwari,8.785714285714286
TUCE4011,Khushi Agarwal,8.2
TUCE4034,Vijay Sundaram,8.27142857142857
TUCIV4033,Ramya Bhattacharya,8.142857142857142
TUEE4032,Rajesh Bhattacharya,8.471428571428572
TUCE23017,Lakshya Nair,8.185714285714287
TUCE23018,Santosh Sharma,8.085714285714285
TUCE23027,Anil Joshi,8.4
TUCIV23046,Yamini Sree,8.385714285714286
TUEE23035,Karthik Shetty,8.014285714285714
TUME23014,Arjun Shetty,8.385714285714286
TUCE24002,Swathi Devi,8.32857142857143
TUCE24048,Arvind S,8.4
TUCIV24021,Chaitanya Raju,8.085714285714285
TUCIV24024,Chandan Reddy,8.3
TUCIV24026,Chudhersan B,8.214285714285714
TUCIV24035,Devadharshini L,8.385714285714286
TUCIV24047,Dinesh Raju,8.571428571428571
TUEC24003,Karthiga R,8.457142857142857
TUEC24030,Logeshwari P,8.1
TUCIV21092,Shanmugapriya Sathish,8.842857142857143
TUEC21165,Swathi Kiran,8.071428571428571
TUEC21197,Vaishnavi T,8.157142857142857
TUEE22360,Arpit Bhattacharya,8.314285714285713
TUEE22384,Balaji Namboothiri,8.057142857142857
TUEC22429,Chandra Nair,8.942857142857143
TUCE1035,Madhavi Shetty,8.428571428571429
TUCE1041,Sathish Naidu,8.528571428571428
TUCIV1018,Yamini Srinivas,8.185714285714287
TUEE1017,Revathi Srinivas,8.442857142857143
TUEC1020,Lakshmi Acharya,8.242857142857144
TUEC1030,Sruthi Iyer,8.4
TUEC1042,Ravi Joshi,8.12857142857143
TUME1047,Divya Pillai,8.028571428571428
TUCE2036,Ajay Kumar,8.357142857142858
TUCIV2010,Santosh Sundaram,8.342857142857143
TUCIV2032,Vasanth Chowdary,8.37142857142857
TUCIV2042,Bhavani Sharma,9.028571428571428
TUEE2027,Manoj Kumar,8.757142857142856
TUEE2049,Manoj Acharya,8.67142857142857
TUEC2009,Vasanth Nair,8.22857142857143
TUEC2035,Ajay Acharya,8.614285714285714
TUME2029,Suresh Nair,9.028571428571428
TUCE3004,Varun Mishra,8.442857142857143
TUCE3028,Pooja Malhotra,8.4
TUEE3013,Rahul Choudhury,8.242857142857144
TUEE3027,Zara Banerjee,8.685714285714287
TUME3046,Nikhil Joshi,8.042857142857143
TUCE4003,Priya Das,8.37142857142857
TUCE4013,Riya Agarwal,8.585714285714285
TUCE4019,Nikhil Mishra,8.157142857142857
TUEE4011,Hari Sundaram,8.814285714285713
TUEE4023,Rahul Chowdary,8.914285714285715
TUEE4028,Jyothi Menon,8.7
TUME4024,Keerthi Bhattacharya,8.714285714285714
TUME4026,Harini Pillai,9.185714285714287
TUME4048,Chandra Sekhar,8.557142857142857
TUME4049,Prakash Rao,8.17142857142857
TUCE23002,Sneha Rani,8.27142857142857
TUEC23006,Shiva Kumar,8.257142857142856
TUEC23016,Bhavani Shetty,8.414285714285715
TUEC23036,Divya Teja,8.057142857142857
TUME23016,Suman Kumar,8.142857142857142
TUEE24006,Harsha Vardhan K,8.057142857142857
TUEC24010,Koushik M,8.471428571428572
TUME24028,Niharika T,8.071428571428571
TUCE21030,Ramprasad D,8.471428571428572
TUEE21126,Sravani G,8.042857142857143
TUEE21142,Srujana S,8.185714285714287
TUEC21185,Uday Chand,8.214285714285714
TUCIV22301,Anil Sundaram,8.285714285714286
TUEE22353,Arjun Acharya,8.814285714285713
TUEE22397,Bharat Joshi,8.385714285714286
TUME22465,Deepika Rao,8.22857142857143
TUME22486,Dhamini Chowdary,8.885714285714286
TUCE1040,Shilpa Sharma,8.885714285714286
TUEE1015,Ganesh Rao,8.17142857142857
TUEE1034,Priya Joshi,8.357142857142858
TUEE1041,Krishna Namboothiri,8.071428571428571
TUEC1036,Ramya Srinivas,8.285714285714286
TUCE2012,Sanjay Menon,8.585714285714285
TUCE2018,Devi Reddy,8.27142857142857
TUCE2046,Anjali Iyer,8.4
TUEE2002,Nithya Rao,8.585714285714285
TUME2040,Ishita Reddy,8.014285714285714
TUCE3016,Aditya Desai,8.242857142857144
TUCE3030,Chetan Agarwal,8.442857142857143
TUCIV3007,Krishna Verma,8.12857142857143
TUCIV3015,Yash Bose,8.5
TUEE3040,Zara Malhotra,8.342857142857143
TUEC3024,Ankit Joshi,8.17142857142857
TUEC3028,Suraj Yadav,8.114285714285714
TUME3008,Rahul Desai,8.257142857142856
TUME3042,Gaurav Choudhury,8.357142857142858
TUCIV4024,Nithya Iyer,8.428571428571429
TUCIV4031,Divya Gowda,8.17142857142857
TUCIV4047,Sanjay Sundaram,8.285714285714286
TUEE4050,Sneha Gowda,8.485714285714286
TUEC4040,Keerthi Joshi,8.385714285714286
TUME4005,Pooja Murthy,8.357142857142858
TUCE23008,Santosh Shetty,8.157142857142857
TUCE23032,Srinivas Raju,8.571428571428571
TUCE23041,Harini Madhavi,8.314285714285713
TUCIV23001,Prakash Shetty,8.142857142857142
TUCIV23032,Kavya Sri,8.1
TUEC23032,Vinay Kumar,8.385714285714286
TUEC23044,Kiran Teja,8.8
TUEC23047,Haritha Latha,8.5
TUME23013,Jyothi Rao,9.157142857142857
TUME23022,Sangeetha Rangaswamy,8.385714285714286
TUCE24006,Anjali Priya,8.814285714285713
TUCE24008,Devi Chowdary,8.385714285714286
TUCIV24027,Damayanthi T,8.428571428571429
TUEE24001,Goutham Ch,8.942857142857143
TUEE24012,Hema S,8.342857142857143
TUEC24019,Lakshmi Priya P,8.77142857142857
TUME24049,Pragna Chowdary,8.5
TUCE21020,Rajeswari M,8.37142857142857
TUCIV21054,Ruchitha R,8.542857142857143
TUCIV21065,Sai Divya,8.2
TUCIV21087,Sarathkas,8.971428571428572
TUEE21113,Sindhuja G,8.457142857142857
TUCE22264,Aishwarya Nagesh,8.142857142857142
TUCIV22326,Anu Namboothiri,8.085714285714285
TUEE22365,Aryan Iyer,8.514285714285714
TUEE22392,Behan Sundaram,8.385714285714286
TUCE1004,Sneha Nair,8.214285714285714
TUCE1025,Ramya Naidu,8.3
TUCE1049,Vijay Joshi,8.87142857142857
TUCIV1041,Revathi Sharma,8.528571428571428
TUCIV1042,Mohan Menon,8.585714285714285
TUEE1012,Rahul Gowda,8.185714285714287
TUEC1018,Hari Nair,8.27142857142857
TUEC1022,Nithya Reddy,8.22857142857143
TUEC1038,Shilpa Gowda,8.385714285714286
TUME1012,Jyothi Nair,8.142857142857142
TUME1021,Suresh Shetty,8.428571428571429
TUCIV2005,Nithya Gowda,8.514285714285714
TUCIV2015,Swathi Reddy,8.471428571428572
TUCIV2020,Ajay Bhattacharya,8.4
TUEE2001,Ganesh Nair,8.32857142857143
TUEE2025,Lakshmi Murthy,8.142857142857142
TUEC2016,Karthik Sundaram,8.457142857142857
TUEC2030,Naveen Venkatesh,8.585714285714285
TUME2020,Khushi Mehta,8.471428571428572
TUCE3009,Priya Banerjee,8.414285714285715
TUCE3046,Mohit Pandey,8.7
TUCE3049,Siddharth Verma,8.842857142857143
TUCIV3034,Priya Sharma,8.257142857142856
TUCIV3041,Zara Nair,8.714285714285714
TUCIV3046,Gaurav Joshi,8.32857142857143
TUEE3026,Gaurav Malhotra,8.1
TUEC3027,Bhavya Sinha,8.685714285714287
TUME3044,Tanvi Menon,8.2
TUCIV4022,Anil Nair,8.157142857142857
TUCIV4028,Deepak Rao,8.542857142857143
TUCIV4034,Ajay Menon,8.1
TUCIV4036,Keerthi Sharma,8.057142857142857
TUEE4005,Anu Menon,8.3
TUCE23026,Karthik Srinivas,8.428571428571429
TUEE23019,Swathi Joshi,8.114285714285714
TUEC23005,Nandini Reddy,9.2
TUME23007,Naveen Naidu,8.1
TUCE24039,Anitha K,8.257142857142856
TUCIV24010,Banda Siva,8.214285714285714
TUEE24014,Hemant Ram R,8.471428571428572
TUME24004,Naga Lakshmi,8.985714285714286
TUCIV21066,Sai Harini,8.814285714285713
TUEC21170,Tanuja G,8.157142857142857
TUEC21192,V Lakshana,8.87142857142857
TUME21204,Vasavi J,8.428571428571429
TUME21242,Aditi Rangaswamy,8.62857142857143
TUCE22269,Ajay Nair,8.542857142857143
TUCE22274,Akhil Nagesh,8.4
TUCE22284,Amit Chowdary,8.028571428571428
TUCIV22310,Anjali Bhattacharya,8.242857142857144
TUCIV22324,Anu Pillai,8.557142857142857
TUCIV22349,Arjun Namboothiri,8.614285714285714
TUME22487,Dhanusha Shetty,8.285714285714286
TUCE1006,Ramya Rangaswamy,8.471428571428572
TUCE1014,Ajay Sundaram,8.085714285714285
TUCE1045,Karthik Bhattacharya,8.2
